step,charts/episodic_return_mean,charts/episodic_return_mean_eval,track,method,experiment
688128,2.5999999046325684,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
704512,3.230769157409668,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
720896,2.75,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
737280,1.7999999523162842,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
753664,4.129629611968994,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
770048,1.7872340679168701,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
786432,4.1724138259887695,2.61328125,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
802816,4.266666889190674,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
819200,2.0,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
835584,2.1666667461395264,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
851968,2.1694915294647217,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
868352,1.4444444179534912,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
884736,2.242424249649048,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
901120,1.9629629850387573,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
917504,2.555555582046509,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
933888,2.9642856121063232,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
950272,3.6857142448425293,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
966656,3.038461446762085,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
983040,3.200000047683716,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
999424,2.8787879943847656,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1015808,3.0256409645080566,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1032192,4.461538314819336,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1048576,4.666666507720947,3.0703125,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1064960,3.588235378265381,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1081344,3.6410255432128906,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1097728,2.355555534362793,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1114112,2.7647058963775635,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1130496,3.5333333015441895,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1146880,2.142857074737549,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1163264,2.470588207244873,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1179648,3.351351261138916,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1196032,3.222222328186035,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1212416,3.25,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1228800,3.838709592819214,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1245184,4.324324131011963,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1261568,3.75,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1277952,3.5135135650634766,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1294336,4.448276042938232,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1310720,4.282051086425781,3.5390625,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1327104,4.361701965332031,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1343488,4.066666603088379,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1359872,3.0681817531585693,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1376256,3.085714340209961,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1392640,3.9285714626312256,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1409024,4.729729652404785,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1425408,4.972972869873047,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1441792,5.292683124542236,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1458176,4.5,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1474560,4.205128192901611,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1490944,4.382352828979492,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1507328,3.512195110321045,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1523712,3.65625,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1540096,4.439024448394775,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1556480,3.4666666984558105,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1572864,2.694444417953491,4.10546875,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1589248,4.243902206420898,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1605632,3.8043477535247803,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1622016,4.675000190734863,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1638400,4.422222137451172,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1654784,3.242424249649048,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1671168,3.5365853309631348,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1687552,4.054054260253906,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1703936,4.617647171020508,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1720320,4.096774101257324,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1736704,3.378378391265869,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1753088,3.8965516090393066,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1769472,2.454545497894287,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1785856,4.199999809265137,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
